source,campaign,influencer_id,user_id,product,date,orders,revenue,group
YouTube,Campaign_1,10,7868,MB Protein,2025-05-23 22:26:15.502624,2,357.03,1
Twitter,Campaign_4,4,4876,MB Protein,2025-05-24 22:26:15.502624,4,375.17,1
Twitter,Campaign_2,9,6416,HK Multivitamin,2025-05-25 22:26:15.503617,5,384.76,1
YouTube,Campaign_4,5,6228,MB Protein,2025-05-21 22:26:15.503617,3,28.86,0
YouTube,Campaign_5,20,6395,Gritzo Shake,2025-07-03 22:26:15.503617,4,440.55,1
YouTube,Campaign_1,13,6501,HK Multivitamin,2025-05-12 22:26:15.503617,4,37.18,0
Twitter,Campaign_3,25,6276,Gritzo Shake,2025-05-08 22:26:15.503617,3,32.48,0
Twitter,Campaign_2,40,1816,MB Protein,2025-07-13 22:26:15.503617,3,474.78,1
Instagram,Campaign_2,42,9988,MB Protein,2025-07-09 22:26:15.503617,1,32.42,0
Twitter,Campaign_4,4,3160,MB Protein,2025-06-29 22:26:15.503617,1,37.62,0
Instagram,Campaign_3,6,2943,Gritzo Shake,2025-06-21 22:26:15.504595,2,31.76,0
Twitter,Campaign_3,16,9482,MB Protein,2025-06-06 22:26:15.504595,5,327.69,1
YouTube,Campaign_5,8,9238,HK Multivitamin,2025-05-18 22:26:15.504595,4,23.19,0
Twitter,Campaign_1,18,8637,MB Protein,2025-07-14 22:26:15.504595,1,39.56,0
YouTube,Campaign_1,22,8981,Gritzo Shake,2025-05-11 22:26:15.504595,4,38.8,0
Instagram,Campaign_1,29,8712,Gritzo Shake,2025-05-09 22:26:15.504595,2,312.93,1
YouTube,Campaign_3,46,1536,HK Multivitamin,2025-05-31 22:26:15.504595,1,22.97,0
Twitter,Campaign_1,39,5753,MB Protein,2025-05-04 22:26:15.504595,3,346.4,1
Instagram,Campaign_4,21,7645,HK Multivitamin,2025-05-19 22:26:15.504595,4,451.32,1
Twitter,Campaign_1,39,6238,Gritzo Shake,2025-05-21 22:26:15.505589,2,486.75,1
YouTube,Campaign_3,7,3051,MB Protein,2025-07-11 22:26:15.505589,4,25.86,0
YouTube,Campaign_5,50,1857,MB Protein,2025-06-28 22:26:15.505589,1,486.37,1
YouTube,Campaign_1,46,4775,Gritzo Shake,2025-07-11 22:26:15.505589,3,28.01,0
Twitter,Campaign_2,40,3061,Gritzo Shake,2025-07-10 22:26:15.505589,1,412.95,1
Twitter,Campaign_2,28,5834,Gritzo Shake,2025-04-28 22:26:15.505589,2,20.5,0
YouTube,Campaign_1,13,3849,HK Multivitamin,2025-04-23 22:26:15.505589,5,39.1,0
YouTube,Campaign_1,8,3811,HK Multivitamin,2025-05-17 22:26:15.505589,3,33.83,0
YouTube,Campaign_4,22,1991,MB Protein,2025-06-27 22:26:15.505589,4,347.5,1
Instagram,Campaign_4,21,523,MB Protein,2025-07-01 22:26:15.506588,4,33.35,0
YouTube,Campaign_1,15,4154,HK Multivitamin,2025-04-29 22:26:15.506588,2,420.23,1
YouTube,Campaign_1,10,4654,Gritzo Shake,2025-07-01 22:26:15.506588,3,33.35,0
YouTube,Campaign_5,22,6923,Gritzo Shake,2025-06-26 22:26:15.506588,2,434.37,1
Twitter,Campaign_4,17,2978,HK Multivitamin,2025-06-21 22:26:15.506588,4,398.85,1
YouTube,Campaign_1,44,1967,MB Protein,2025-05-15 22:26:15.506588,5,421.7,1
Twitter,Campaign_3,26,5129,HK Multivitamin,2025-05-20 22:26:15.506588,3,28.13,0
Instagram,Campaign_1,38,7322,Gritzo Shake,2025-07-12 22:26:15.506588,2,475.59,1
YouTube,Campaign_1,8,8918,MB Protein,2025-04-28 22:26:15.506588,5,348.7,1
Twitter,Campaign_1,49,2726,MB Protein,2025-07-20 22:26:15.506588,5,23.55,0
YouTube,Campaign_3,7,2721,Gritzo Shake,2025-07-01 22:26:15.506588,1,383.78,1
YouTube,Campaign_2,22,2903,HK Multivitamin,2025-04-27 22:26:15.507588,1,391.26,1
YouTube,Campaign_4,30,8520,MB Protein,2025-06-01 22:26:15.507588,2,451.06,1
YouTube,Campaign_5,8,7054,HK Multivitamin,2025-06-04 22:26:15.507588,1,37.08,0
YouTube,Campaign_3,50,9429,HK Multivitamin,2025-07-16 22:26:15.507588,4,26.1,0
Twitter,Campaign_5,49,6721,MB Protein,2025-07-16 22:26:15.507588,3,307.42,1
YouTube,Campaign_2,27,7483,MB Protein,2025-07-16 22:26:15.507588,2,23.11,0
YouTube,Campaign_5,15,3489,Gritzo Shake,2025-05-08 22:26:15.507588,2,391.44,1
Twitter,Campaign_2,49,1758,Gritzo Shake,2025-06-13 22:26:15.507588,3,417.77,1
Instagram,Campaign_1,14,6556,MB Protein,2025-07-07 22:26:15.507588,4,29.41,0
Twitter,Campaign_3,37,2197,HK Multivitamin,2025-05-07 22:26:15.507588,1,30.45,0
YouTube,Campaign_4,5,4462,Gritzo Shake,2025-06-16 22:26:15.508588,2,398.5,1
Instagram,Campaign_2,2,6514,HK Multivitamin,2025-06-07 22:26:15.508588,5,442.6,1
YouTube,Campaign_4,13,2102,HK Multivitamin,2025-05-22 22:26:15.508588,3,28.95,0
Instagram,Campaign_1,29,6149,MB Protein,2025-06-12 22:26:15.508588,5,24.84,0
Twitter,Campaign_1,17,9943,HK Multivitamin,2025-06-14 22:26:15.508588,3,24.9,0
YouTube,Campaign_5,27,169,HK Multivitamin,2025-05-28 22:26:15.508588,5,26.85,0
YouTube,Campaign_3,27,9773,MB Protein,2025-07-12 22:26:15.508588,3,442.0,1
Instagram,Campaign_1,48,9020,MB Protein,2025-07-04 22:26:15.508588,3,314.85,1
YouTube,Campaign_5,41,9504,Gritzo Shake,2025-06-17 22:26:15.508588,4,455.98,1
YouTube,Campaign_1,50,8926,Gritzo Shake,2025-05-20 22:26:15.508588,2,372.52,1
Instagram,Campaign_4,6,599,MB Protein,2025-06-11 22:26:15.508588,2,378.42,1
YouTube,Campaign_5,41,5124,MB Protein,2025-07-19 22:26:15.509588,3,31.53,0
YouTube,Campaign_3,8,4407,Gritzo Shake,2025-06-06 22:26:15.509588,2,315.67,1
Twitter,Campaign_2,32,1546,MB Protein,2025-06-19 22:26:15.509588,2,39.27,0
YouTube,Campaign_2,20,8326,Gritzo Shake,2025-07-08 22:26:15.509588,5,25.6,0
Twitter,Campaign_5,35,1580,Gritzo Shake,2025-05-14 22:26:15.509588,3,27.96,0
Twitter,Campaign_4,40,6962,HK Multivitamin,2025-06-12 22:26:15.509588,5,307.27,1
Twitter,Campaign_4,4,7181,Gritzo Shake,2025-05-22 22:26:15.509588,4,356.96,1
Twitter,Campaign_5,16,3831,HK Multivitamin,2025-06-23 22:26:15.509588,5,453.36,1
YouTube,Campaign_5,5,1905,Gritzo Shake,2025-06-17 22:26:15.509588,3,20.66,0
Twitter,Campaign_5,1,235,Gritzo Shake,2025-04-27 22:26:15.510591,4,351.95,1
Twitter,Campaign_1,25,3634,Gritzo Shake,2025-06-20 22:26:15.510591,5,380.18,1
YouTube,Campaign_2,46,1908,HK Multivitamin,2025-04-27 22:26:15.510591,5,24.33,0
Instagram,Campaign_2,6,353,HK Multivitamin,2025-05-02 22:26:15.510591,3,29.11,0
YouTube,Campaign_5,15,7761,HK Multivitamin,2025-04-24 22:26:15.510591,5,24.97,0
Instagram,Campaign_4,6,8211,Gritzo Shake,2025-06-01 22:26:15.510591,2,22.95,0
Twitter,Campaign_5,1,9280,HK Multivitamin,2025-07-06 22:26:15.510591,4,20.95,0
YouTube,Campaign_3,11,6374,MB Protein,2025-05-28 22:26:15.510591,5,27.17,0
Instagram,Campaign_1,38,5537,HK Multivitamin,2025-05-25 22:26:15.510591,2,423.53,1
Twitter,Campaign_3,26,8937,Gritzo Shake,2025-05-22 22:26:15.511624,1,33.69,0
Instagram,Campaign_1,19,9921,Gritzo Shake,2025-06-16 22:26:15.511624,2,27.76,0
Instagram,Campaign_2,21,4122,HK Multivitamin,2025-05-02 22:26:15.511624,3,472.5,1
YouTube,Campaign_2,8,220,HK Multivitamin,2025-07-16 22:26:15.511624,4,301.14,1
YouTube,Campaign_4,5,365,Gritzo Shake,2025-05-01 22:26:15.511624,1,32.85,0
Twitter,Campaign_2,49,5924,HK Multivitamin,2025-06-06 22:26:15.511624,2,493.1,1
Instagram,Campaign_4,38,6174,HK Multivitamin,2025-06-21 22:26:15.511624,4,36.47,0
YouTube,Campaign_4,10,7512,Gritzo Shake,2025-05-09 22:26:15.511624,3,32.01,0
YouTube,Campaign_2,44,6511,HK Multivitamin,2025-06-23 22:26:15.511624,2,401.24,1
YouTube,Campaign_3,44,6558,Gritzo Shake,2025-07-20 22:26:15.512587,4,25.86,0
Twitter,Campaign_4,25,1056,Gritzo Shake,2025-06-20 22:26:15.512587,1,361.11,1
Twitter,Campaign_1,25,9897,Gritzo Shake,2025-07-09 22:26:15.512587,2,387.97,1
YouTube,Campaign_2,11,6297,MB Protein,2025-05-09 22:26:15.512587,5,29.67,0
Twitter,Campaign_2,25,2885,HK Multivitamin,2025-05-02 22:26:15.512587,2,30.5,0
Instagram,Campaign_2,38,939,MB Protein,2025-06-07 22:26:15.512587,4,313.33,1
YouTube,Campaign_4,10,1594,MB Protein,2025-06-15 22:26:15.512587,1,398.51,1
YouTube,Campaign_1,23,4857,MB Protein,2025-04-26 22:26:15.513932,5,325.27,1
YouTube,Campaign_3,5,8647,Gritzo Shake,2025-05-22 22:26:15.513932,3,27.11,0
YouTube,Campaign_3,33,3198,HK Multivitamin,2025-07-16 22:26:15.514943,4,450.18,1
Twitter,Campaign_3,36,7692,MB Protein,2025-05-14 22:26:15.514943,3,20.7,0
YouTube,Campaign_3,22,9374,Gritzo Shake,2025-06-04 22:26:15.514943,3,355.23,1
Instagram,Campaign_1,2,5645,Gritzo Shake,2025-07-01 22:26:15.514943,2,29.79,0
YouTube,Campaign_2,5,8974,HK Multivitamin,2025-04-30 22:26:15.514943,2,427.11,1
YouTube,Campaign_5,45,8252,Gritzo Shake,2025-05-23 22:26:15.514943,5,445.11,1
Twitter,Campaign_3,40,6308,Gritzo Shake,2025-07-08 22:26:15.515950,2,436.17,1
Instagram,Campaign_3,48,2734,MB Protein,2025-06-13 22:26:15.515950,1,28.5,0
Twitter,Campaign_3,3,2187,HK Multivitamin,2025-06-28 22:26:15.515950,1,421.82,1
Twitter,Campaign_1,9,5360,Gritzo Shake,2025-07-18 22:26:15.515950,2,36.74,0
Instagram,Campaign_4,12,7872,HK Multivitamin,2025-07-05 22:26:15.515950,2,35.38,0
Twitter,Campaign_3,39,393,HK Multivitamin,2025-06-13 22:26:15.515950,1,30.88,0
YouTube,Campaign_5,22,4268,HK Multivitamin,2025-05-27 22:26:15.515950,4,22.24,0
YouTube,Campaign_5,31,1558,MB Protein,2025-06-24 22:26:15.515950,2,26.83,0
Twitter,Campaign_1,4,7272,Gritzo Shake,2025-06-20 22:26:15.515950,4,301.67,1
YouTube,Campaign_2,13,7956,HK Multivitamin,2025-07-14 22:26:15.515950,5,36.06,0
YouTube,Campaign_3,43,191,HK Multivitamin,2025-05-05 22:26:15.516948,3,26.59,0
Twitter,Campaign_4,3,5516,Gritzo Shake,2025-07-12 22:26:15.516948,1,37.37,0
YouTube,Campaign_5,45,4916,HK Multivitamin,2025-05-11 22:26:15.516948,2,333.19,1
YouTube,Campaign_3,5,7040,Gritzo Shake,2025-07-02 22:26:15.516948,3,30.55,0
Twitter,Campaign_2,37,2608,HK Multivitamin,2025-07-18 22:26:15.516948,3,22.47,0
Instagram,Campaign_1,2,8906,MB Protein,2025-06-25 22:26:15.516948,4,448.91,1
YouTube,Campaign_5,43,2110,Gritzo Shake,2025-05-25 22:26:15.516948,1,409.38,1
Twitter,Campaign_5,25,3107,Gritzo Shake,2025-06-04 22:26:15.516948,5,385.38,1
YouTube,Campaign_4,11,1337,MB Protein,2025-07-15 22:26:15.516948,3,399.74,1
Instagram,Campaign_3,12,9195,HK Multivitamin,2025-05-03 22:26:15.516948,3,490.14,1
Instagram,Campaign_4,38,4228,Gritzo Shake,2025-07-05 22:26:15.517953,1,31.12,0
YouTube,Campaign_1,41,1626,Gritzo Shake,2025-05-18 22:26:15.517953,3,25.79,0
YouTube,Campaign_1,47,8652,HK Multivitamin,2025-06-03 22:26:15.517953,2,424.16,1
Twitter,Campaign_3,40,2185,HK Multivitamin,2025-07-08 22:26:15.517953,1,308.02,1
YouTube,Campaign_5,22,4950,HK Multivitamin,2025-07-18 22:26:15.517953,4,36.67,0
Instagram,Campaign_2,48,1877,HK Multivitamin,2025-05-28 22:26:15.517953,1,26.03,0
Instagram,Campaign_3,14,6190,Gritzo Shake,2025-06-03 22:26:15.517953,1,37.91,0
Twitter,Campaign_1,18,2408,MB Protein,2025-05-25 22:26:15.517953,4,36.37,0
Twitter,Campaign_5,49,2642,Gritzo Shake,2025-07-11 22:26:15.517953,5,334.37,1
YouTube,Campaign_2,43,8584,Gritzo Shake,2025-05-16 22:26:15.517953,1,345.79,1
YouTube,Campaign_3,30,6205,HK Multivitamin,2025-06-01 22:26:15.518954,1,39.66,0
Instagram,Campaign_2,38,3776,Gritzo Shake,2025-07-19 22:26:15.518954,4,32.02,0
YouTube,Campaign_4,13,2703,HK Multivitamin,2025-05-31 22:26:15.518954,5,398.88,1
YouTube,Campaign_3,44,4626,Gritzo Shake,2025-07-02 22:26:15.518954,5,446.84,1
Twitter,Campaign_5,1,1310,MB Protein,2025-05-06 22:26:15.519945,2,33.81,0
Instagram,Campaign_5,19,8189,HK Multivitamin,2025-07-04 22:26:15.519945,5,487.18,1
Instagram,Campaign_2,6,9001,HK Multivitamin,2025-04-26 22:26:15.519945,1,24.06,0
YouTube,Campaign_1,27,6693,MB Protein,2025-07-13 22:26:15.519945,4,28.33,0
Twitter,Campaign_4,25,4826,HK Multivitamin,2025-05-28 22:26:15.519945,5,39.26,0
Instagram,Campaign_4,21,2401,HK Multivitamin,2025-05-23 22:26:15.519945,3,498.91,1
Twitter,Campaign_1,17,4816,Gritzo Shake,2025-07-12 22:26:15.519945,2,348.37,1
YouTube,Campaign_4,23,9065,HK Multivitamin,2025-06-19 22:26:15.519945,3,320.7,1
YouTube,Campaign_4,23,6872,MB Protein,2025-05-25 22:26:15.520943,1,32.25,0
Twitter,Campaign_4,49,4583,Gritzo Shake,2025-06-03 22:26:15.520943,4,33.81,0
Twitter,Campaign_4,39,3140,HK Multivitamin,2025-05-17 22:26:15.520943,2,23.71,0
YouTube,Campaign_2,15,4482,Gritzo Shake,2025-06-04 22:26:15.520943,2,453.93,1
YouTube,Campaign_4,20,2484,Gritzo Shake,2025-06-13 22:26:15.520943,4,38.6,0
Twitter,Campaign_5,35,8738,HK Multivitamin,2025-06-06 22:26:15.520943,5,32.75,0
YouTube,Campaign_3,31,3903,HK Multivitamin,2025-05-12 22:26:15.520943,4,448.65,1
Instagram,Campaign_1,42,7969,MB Protein,2025-05-11 22:26:15.520943,5,35.46,0
Twitter,Campaign_2,18,497,HK Multivitamin,2025-05-01 22:26:15.520943,1,325.01,1
YouTube,Campaign_2,5,8136,Gritzo Shake,2025-05-21 22:26:15.521951,3,35.08,0
YouTube,Campaign_3,27,6670,HK Multivitamin,2025-05-06 22:26:15.521951,5,25.48,0
Twitter,Campaign_5,18,7628,Gritzo Shake,2025-06-09 22:26:15.521951,2,446.7,1
Twitter,Campaign_5,1,5410,Gritzo Shake,2025-06-19 22:26:15.521951,1,33.49,0
Twitter,Campaign_5,32,3709,HK Multivitamin,2025-06-23 22:26:15.521951,4,24.69,0
YouTube,Campaign_4,45,5455,Gritzo Shake,2025-07-14 22:26:15.521951,1,336.66,1
Instagram,Campaign_5,38,7874,HK Multivitamin,2025-05-22 22:26:15.521951,3,36.08,0
Twitter,Campaign_3,24,412,Gritzo Shake,2025-07-06 22:26:15.521951,4,37.87,0
YouTube,Campaign_5,7,8100,Gritzo Shake,2025-07-20 22:26:15.521951,5,366.02,1
Twitter,Campaign_1,18,5776,MB Protein,2025-07-13 22:26:15.521951,4,474.9,1
YouTube,Campaign_2,13,4865,HK Multivitamin,2025-05-18 22:26:15.522947,4,31.59,0
Twitter,Campaign_2,1,4718,HK Multivitamin,2025-07-09 22:26:15.522947,2,32.45,0
YouTube,Campaign_1,8,4062,Gritzo Shake,2025-06-06 22:26:15.522947,4,340.08,1
YouTube,Campaign_3,13,7804,Gritzo Shake,2025-04-23 22:26:15.522947,5,304.46,1
YouTube,Campaign_3,41,8998,HK Multivitamin,2025-07-14 22:26:15.522947,2,32.15,0
YouTube,Campaign_1,43,7120,MB Protein,2025-04-26 22:26:15.522947,2,499.03,1
Twitter,Campaign_4,24,4184,Gritzo Shake,2025-07-02 22:26:15.522947,1,35.95,0
Twitter,Campaign_4,26,4619,MB Protein,2025-04-29 22:26:15.522947,3,35.45,0
Twitter,Campaign_4,39,312,Gritzo Shake,2025-06-24 22:26:15.522947,4,320.05,1
Twitter,Campaign_4,35,7510,HK Multivitamin,2025-05-29 22:26:15.522947,2,416.58,1
Twitter,Campaign_1,24,9116,HK Multivitamin,2025-07-18 22:26:15.522947,2,32.97,0
YouTube,Campaign_4,13,1233,MB Protein,2025-05-17 22:26:15.523947,2,344.28,1
YouTube,Campaign_1,11,5741,MB Protein,2025-07-05 22:26:15.523947,3,34.39,0
YouTube,Campaign_1,27,4927,MB Protein,2025-05-14 22:26:15.523947,4,331.76,1
Twitter,Campaign_5,1,586,Gritzo Shake,2025-06-01 22:26:15.523947,4,34.97,0
Twitter,Campaign_2,16,5601,Gritzo Shake,2025-06-18 22:26:15.523947,1,468.38,1
Twitter,Campaign_4,26,3470,Gritzo Shake,2025-05-24 22:26:15.523947,3,320.87,1
Twitter,Campaign_4,1,4217,Gritzo Shake,2025-07-17 22:26:15.523947,5,23.51,0
YouTube,Campaign_3,5,467,HK Multivitamin,2025-04-24 22:26:15.523947,4,35.15,0
Twitter,Campaign_1,26,4103,HK Multivitamin,2025-06-19 22:26:15.523947,3,486.75,1
Twitter,Campaign_1,3,3001,HK Multivitamin,2025-05-31 22:26:15.523947,4,39.99,0
YouTube,Campaign_3,15,7154,Gritzo Shake,2025-05-05 22:26:15.524951,3,31.92,0
Instagram,Campaign_3,42,3859,HK Multivitamin,2025-05-24 22:26:15.524951,4,393.69,1
Instagram,Campaign_3,48,7426,HK Multivitamin,2025-07-10 22:26:15.524951,1,396.44,1
Twitter,Campaign_3,26,8502,MB Protein,2025-06-29 22:26:15.524951,3,27.19,0
Twitter,Campaign_3,37,4134,MB Protein,2025-07-02 22:26:15.524951,2,493.87,1
YouTube,Campaign_2,22,5692,HK Multivitamin,2025-07-14 22:26:15.524951,2,438.35,1
YouTube,Campaign_3,33,3257,MB Protein,2025-06-23 22:26:15.524951,5,349.88,1
Twitter,Campaign_4,16,502,MB Protein,2025-07-18 22:26:15.524951,4,24.12,0
Twitter,Campaign_1,32,1925,MB Protein,2025-05-12 22:26:15.524951,3,465.4,1
Instagram,Campaign_5,14,7935,HK Multivitamin,2025-05-09 22:26:15.524951,1,492.06,1
YouTube,Campaign_2,45,7322,HK Multivitamin,2025-05-22 22:26:15.524951,4,23.29,0
Instagram,Campaign_3,19,8620,Gritzo Shake,2025-06-28 22:26:15.525948,2,21.91,0
YouTube,Campaign_4,10,7573,Gritzo Shake,2025-04-29 22:26:15.525948,2,21.93,0
YouTube,Campaign_3,15,9963,Gritzo Shake,2025-05-08 22:26:15.525948,5,405.71,1
Twitter,Campaign_4,36,2188,MB Protein,2025-06-09 22:26:15.525948,1,340.6,1
YouTube,Campaign_5,11,1918,MB Protein,2025-07-06 22:26:15.525948,3,33.13,0
YouTube,Campaign_4,23,6344,MB Protein,2025-07-08 22:26:15.525948,5,357.91,1
Twitter,Campaign_4,40,1980,MB Protein,2025-05-11 22:26:15.525948,2,29.82,0
Twitter,Campaign_5,25,2870,HK Multivitamin,2025-05-16 22:26:15.525948,5,22.83,0
Twitter,Campaign_3,39,3140,MB Protein,2025-05-16 22:26:15.525948,4,411.74,1
Instagram,Campaign_4,14,672,MB Protein,2025-05-08 22:26:15.525948,3,498.43,1
YouTube,Campaign_1,7,3619,HK Multivitamin,2025-05-04 22:26:15.525948,4,483.57,1
Instagram,Campaign_2,38,1127,Gritzo Shake,2025-07-02 22:26:15.525948,4,498.3,1
Instagram,Campaign_2,42,1713,MB Protein,2025-07-02 22:26:15.526947,4,349.75,1
Twitter,Campaign_2,17,1919,HK Multivitamin,2025-04-26 22:26:15.526947,5,369.45,1
Instagram,Campaign_1,19,2938,Gritzo Shake,2025-06-27 22:26:15.526947,5,26.28,0
YouTube,Campaign_4,33,384,Gritzo Shake,2025-04-26 22:26:15.526947,3,32.15,0
YouTube,Campaign_1,20,4034,HK Multivitamin,2025-06-13 22:26:15.526947,4,25.1,0
YouTube,Campaign_4,15,6115,HK Multivitamin,2025-06-12 22:26:15.526947,2,432.88,1
YouTube,Campaign_2,31,3115,MB Protein,2025-06-20 22:26:15.528266,4,325.53,1
YouTube,Campaign_5,47,3378,MB Protein,2025-05-15 22:26:15.528266,1,35.3,0
YouTube,Campaign_2,46,5195,HK Multivitamin,2025-07-14 22:26:15.528266,2,35.07,0
YouTube,Campaign_3,30,6184,MB Protein,2025-05-15 22:26:15.528266,3,480.36,1
Twitter,Campaign_4,3,2700,Gritzo Shake,2025-06-13 22:26:15.528266,5,38.0,0
YouTube,Campaign_3,22,5437,MB Protein,2025-05-29 22:26:15.528266,3,404.84,1
YouTube,Campaign_1,31,2892,HK Multivitamin,2025-07-13 22:26:15.528266,1,399.28,1
YouTube,Campaign_3,11,9600,HK Multivitamin,2025-07-08 22:26:15.528266,3,35.58,0
Instagram,Campaign_5,42,22,Gritzo Shake,2025-07-17 22:26:15.528266,2,494.72,1
Twitter,Campaign_3,16,6104,HK Multivitamin,2025-04-24 22:26:15.528266,4,341.04,1
Twitter,Campaign_1,37,3424,HK Multivitamin,2025-07-11 22:26:15.529276,4,30.48,0
YouTube,Campaign_2,44,8304,Gritzo Shake,2025-05-18 22:26:15.529276,1,35.48,0
YouTube,Campaign_5,45,3135,Gritzo Shake,2025-07-15 22:26:15.529276,5,23.53,0
YouTube,Campaign_5,45,1525,MB Protein,2025-06-21 22:26:15.529276,1,436.58,1
YouTube,Campaign_2,45,6809,Gritzo Shake,2025-06-16 22:26:15.529276,2,449.34,1
YouTube,Campaign_2,45,160,Gritzo Shake,2025-06-24 22:26:15.529276,5,367.79,1
YouTube,Campaign_3,33,608,Gritzo Shake,2025-06-16 22:26:15.529276,3,35.15,0
Instagram,Campaign_5,14,1732,HK Multivitamin,2025-05-02 22:26:15.530282,4,303.08,1
Twitter,Campaign_4,1,3553,MB Protein,2025-06-07 22:26:15.530282,1,347.34,1
YouTube,Campaign_3,31,2420,Gritzo Shake,2025-06-28 22:26:15.530282,4,493.04,1
Instagram,Campaign_2,2,9614,MB Protein,2025-05-04 22:26:15.530282,2,25.96,0
Instagram,Campaign_5,19,1339,MB Protein,2025-07-11 22:26:15.530282,4,20.46,0
Instagram,Campaign_4,29,9204,Gritzo Shake,2025-06-10 22:26:15.530282,2,492.3,1
Twitter,Campaign_1,26,9767,MB Protein,2025-06-21 22:26:15.530282,5,485.1,1
Twitter,Campaign_3,24,6980,MB Protein,2025-05-16 22:26:15.530282,3,327.59,1
YouTube,Campaign_3,30,1815,Gritzo Shake,2025-06-03 22:26:15.530282,1,36.46,0
YouTube,Campaign_1,30,637,Gritzo Shake,2025-06-06 22:26:15.530282,2,482.34,1
YouTube,Campaign_2,7,5887,MB Protein,2025-06-10 22:26:15.530282,3,37.47,0
YouTube,Campaign_4,20,3916,Gritzo Shake,2025-05-14 22:26:15.531278,2,397.18,1
YouTube,Campaign_5,46,715,MB Protein,2025-06-19 22:26:15.531278,1,25.68,0
YouTube,Campaign_5,11,3174,MB Protein,2025-04-22 22:26:15.531278,4,32.95,0
Instagram,Campaign_5,29,511,MB Protein,2025-04-22 22:26:15.531278,5,26.71,0
Twitter,Campaign_3,16,9175,Gritzo Shake,2025-05-23 22:26:15.531278,2,424.88,1
Instagram,Campaign_2,21,5067,Gritzo Shake,2025-05-17 22:26:15.531278,1,456.46,1
Twitter,Campaign_2,32,7388,MB Protein,2025-06-27 22:26:15.531278,5,317.16,1
YouTube,Campaign_4,50,2349,HK Multivitamin,2025-05-09 22:26:15.531278,5,402.5,1
Instagram,Campaign_4,14,4284,HK Multivitamin,2025-05-25 22:26:15.531278,5,379.14,1
Twitter,Campaign_4,24,7081,HK Multivitamin,2025-06-11 22:26:15.531278,3,39.8,0
Twitter,Campaign_2,37,5419,HK Multivitamin,2025-05-04 22:26:15.532277,5,412.49,1
YouTube,Campaign_5,47,7015,Gritzo Shake,2025-07-03 22:26:15.532277,2,22.0,0
YouTube,Campaign_1,15,2843,Gritzo Shake,2025-06-23 22:26:15.532277,1,35.33,0
YouTube,Campaign_4,30,9802,MB Protein,2025-05-12 22:26:15.532277,4,35.6,0
Instagram,Campaign_3,19,399,HK Multivitamin,2025-05-31 22:26:15.532277,3,403.94,1
Instagram,Campaign_3,14,225,Gritzo Shake,2025-04-22 22:26:15.532277,4,431.0,1
Instagram,Campaign_4,2,5461,HK Multivitamin,2025-05-04 22:26:15.532277,2,312.07,1
Twitter,Campaign_3,18,3015,Gritzo Shake,2025-06-14 22:26:15.532277,3,402.77,1
Instagram,Campaign_3,14,1375,HK Multivitamin,2025-07-08 22:26:15.532277,1,21.37,0
YouTube,Campaign_4,47,7952,MB Protein,2025-05-29 22:26:15.532277,2,31.37,0
Twitter,Campaign_3,36,8295,HK Multivitamin,2025-06-06 22:26:15.532277,2,493.79,1
Twitter,Campaign_2,1,4402,Gritzo Shake,2025-05-17 22:26:15.533277,5,27.55,0
Twitter,Campaign_1,28,1625,Gritzo Shake,2025-06-17 22:26:15.533277,3,23.54,0
YouTube,Campaign_2,20,6692,HK Multivitamin,2025-05-22 22:26:15.533277,5,33.15,0
YouTube,Campaign_3,8,2537,Gritzo Shake,2025-04-26 22:26:15.533277,3,384.24,1
YouTube,Campaign_3,5,5660,Gritzo Shake,2025-05-14 22:26:15.533277,4,445.43,1
Twitter,Campaign_2,26,1478,Gritzo Shake,2025-05-19 22:26:15.533277,5,34.41,0
YouTube,Campaign_4,46,4839,HK Multivitamin,2025-07-01 22:26:15.533277,3,32.1,0
Twitter,Campaign_5,32,4673,MB Protein,2025-07-10 22:26:15.533277,5,396.87,1
Twitter,Campaign_1,39,6773,MB Protein,2025-06-03 22:26:15.533277,1,437.04,1
YouTube,Campaign_3,10,9355,MB Protein,2025-05-13 22:26:15.533277,3,449.52,1
Instagram,Campaign_1,6,2392,Gritzo Shake,2025-06-02 22:26:15.534278,3,24.6,0
Twitter,Campaign_1,26,2562,HK Multivitamin,2025-04-28 22:26:15.534278,1,431.0,1
Twitter,Campaign_5,1,484,Gritzo Shake,2025-04-25 22:26:15.534278,3,36.54,0
Twitter,Campaign_4,39,7570,Gritzo Shake,2025-07-04 22:26:15.534278,2,356.19,1
YouTube,Campaign_1,23,7167,MB Protein,2025-05-23 22:26:15.534278,3,447.03,1
YouTube,Campaign_2,44,4204,HK Multivitamin,2025-07-17 22:26:15.534278,4,33.32,0
Twitter,Campaign_4,40,7209,Gritzo Shake,2025-06-08 22:26:15.534278,1,499.24,1
Instagram,Campaign_1,2,6131,HK Multivitamin,2025-06-24 22:26:15.534278,5,307.98,1
YouTube,Campaign_5,31,6748,Gritzo Shake,2025-07-08 22:26:15.534278,5,30.75,0
Twitter,Campaign_1,1,7076,HK Multivitamin,2025-05-15 22:26:15.534278,4,27.25,0
Twitter,Campaign_5,37,8237,HK Multivitamin,2025-05-10 22:26:15.535276,3,382.96,1
Instagram,Campaign_5,19,3714,HK Multivitamin,2025-04-23 22:26:15.535276,2,27.54,0
